Path,SourceCommit
glossary/boolean,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/boolean/javascript,53e776eeb25d24e413d7a404257faebe1b7ce1be
glossary/bounding_box,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/breadcrumb,56c7d77cdb42a21cdd1b7ca7767c9d0bf8b7462e
glossary/brotli_compression,50e5e8a9b8a6b7d0dd9877610c9639d8b90f329f
glossary/browser,50e5e8a9b8a6b7d0dd9877610c9639d8b90f329f
glossary/browsing_context,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/buffer,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/bun,edb606222736c292c412a4373b88df91c18c50ac
glossary/cache,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/cacheable,35d631c3a3f4050344ffb8c1bf033137943c10b6
glossary/caldav,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/call_stack,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/callback_function,766ba3b1169c752e415fbc30cf0a1067ba9b8a78
glossary/camel_case,45fdc5d8cce894088d4c270b8f160841ecb11a2a
glossary/canonical_order,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/canvas,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/card_sorting,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/carddav,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/caret,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/cdn,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/certificate_authority,83f30ecaaeb6227dc0d4551f71eb8be1cacb8e94
glossary/certified,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/challenge,no_hash_commit
glossary/character,d842f8c32316dbe36cff9fc5e0e777602e32d958
glossary/character_encoding,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/character_reference,ff1364561aea4e4841a6d5e116560cb168274811
glossary/character_set,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/chrome,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/cia,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/cipher,5b1eab9d32f4b769d1d78b87a1fec8aed084cf86
glossary/cipher_suite,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/ciphertext,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/class,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/closure,ede0057ebf9c1dc646242d019803a567acbb2995
glossary/cloud,99c2c3add298eaebe27102b2d83e27fd3ca80aef
glossary/cloud_computing,5f76b99045f87349ed030bbd6a3c2e43badb3c22
glossary/cls,fcd4f39485d740615c32ccaef63471bc27095fb0
glossary/cms,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/code_point,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/code_splitting,d821201936ea3f67634381b2086998ebfc29f39c
glossary/code_unit,no_hash_commit
glossary/codec,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/color_space,c7416fd067774fc2583944d10801b56672b56631
glossary/color_wheel,b2af4eb16dd4c399ed81f67efd49777fa6ae9030
glossary/compile,06fb3fd5a4967ea68a766f318d08fd9d1bd46e9d
glossary/compile_time,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/composite_operation,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/compression_dictionary_transport,4c0588c10b4266b8a87a1f80d93e8f99eabc1a4e
glossary/computer_programming,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/conditional,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/constant,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/constructor,no_hash_commit
glossary/content_header,ae86913908651e6008079242691e06b5e01d1c78
glossary/continuous_integration,7d4f930455a349e3c73836500add3d4840c76f5d
glossary/continuous_media,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/control_flow,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/cookie,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/copyleft,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/cors-safelisted_request_header,fea9eb7420e6d70772144854242c30e421898415
glossary/cors-safelisted_response_header,fea9eb7420e6d70772144854242c30e421898415
glossary/cors,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/crawler,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/credential,66afe9b59c609043c91e51487cfcecaecbbadb3d
glossary/crlf,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/cross-site_scripting,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/cross_axis,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/crud,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/cryptanalysis,0025477aa4af0321b4c1e3e60c8f6bca08983a60
glossary/cryptography,0025477aa4af0321b4c1e3e60c8f6bca08983a60
glossary/csp,9c09d1ce824bd5e6ef879094428879c476ccbace
glossary/csrf,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/css,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/css_descriptor,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/css_pixel,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/css_preprocessor,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/css_selector,bb652aaf3e38f3c7fef970a62f813047dffac879
glossary/cssom,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/data_structure,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/database,d0347afe1461c248f74279b6361ace1eb1624417
glossary/debounce,986f2096b273c6cc6827380426ea106410f67d54
glossary/decryption,5b7f958a920837661f65caa6bc003ae050757945
glossary/deep_copy,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/delta,fd4435ca55ff683dc8574b700ef244e75c2dfb52
glossary/denial_of_service,c13b7a059a543d02e4dbafce42813dad1244dcaa
glossary/deno,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/deserialization,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/developer_tools,56de3bc3b3304ecc18775a1d0049ae4415c7cf51
glossary/device_pixel,1b88b4d62918f6f13d1155825e3881f52d90206e
glossary/digital_certificate,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/digital_signature,7159a4c0a2f1e886c09268c41c103c4ac7100d63
glossary/distributed_denial_of_service,c13b7a059a543d02e4dbafce42813dad1244dcaa
glossary/dmz,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/dns,8dfa0ecf5bda526ccd6244ca5c7720767e3f013f
glossary/doctype,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/document_directive,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/document_environment,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/dom,cebbd9095ac12557c55157355181672027fffc14
glossary/domain,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/domain_name,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/domain_sharding,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/dominator,7a551aaa034fbada3eb99e6fc924a0313b78307f
glossary/dsl/digital_subscriber_line,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/dsl/domain_specific_language,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/dsl,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/dtls,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/dtmf,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/dynamic_typing,no_hash_commit
glossary/ecma,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/ecmascript,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/effective_connection_type,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/element,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/encapsulation,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/encryption,no_hash_commit
glossary/endianness,88637aa25621db0218f2fd9e07ad62be2f0817b9
glossary/engine,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/engine/javascript,3dbbefa32758e2a1ca9a37c2788370c06aae2738
glossary/engine/rendering,b49ed0d28c2cfb0f39be603a62d37bcc1ec407dc
glossary/entity,4c84a7d7e7ae2b79562bc6d2e7c8861b254af847
glossary/entity_header,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/enumerated,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/escape_character,bd74b8a8222517dead9def675a499dcf1dc30328
glossary/event,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/exception,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/exif,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/expando,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/extrinsic_size,85fccefc8066bd49af4ddafc12c77f35265c7e2d
glossary/fallback_alignment,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/falsy,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/favicon,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/federated_identity,7159a4c0a2f1e886c09268c41c103c4ac7100d63
glossary/fetch_directive,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/fetch_metadata_request_header,835d6632d59993861a0458510402787f8a2c3cb3
glossary/fingerprinting,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/firefox_os,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/firewall,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/first-class_function,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/first_contentful_paint,835d6632d59993861a0458510402787f8a2c3cb3
glossary/first_cpu_idle,12c9cabc349f485e677ba7970e44ad526512941e
glossary/first_input_delay,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/first_meaningful_paint,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/first_paint,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/flex,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/flex_container,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/flex_item,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/flexbox,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/flow_relative_values,63249f6b1e89f42e172878c54a2f9674bee50904
glossary/forbidden_request_header,56cbe48e4426172461d9297523b68716922690e5
glossary/forbidden_response_header_name,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/fork,95d5dfa3fa7eac1bdb1a7bfbd67a84c470caa99e
glossary/fps,8d28f65319b14e4687d7c3f98200973400e9ec79
glossary/fragmentainer,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/ftp,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/ftu,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/function,no_hash_commit
glossary/fuzzing,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/gamut,c51e0599ea09c0e6d035c635db9f48ad1f241490
glossary/garbage_collection,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/gecko,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/general_header,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/gif,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/git,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/global_object,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/global_scope,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/global_variable,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/glyph,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/google_chrome,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/gpl,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/gpu,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/graceful_degradation,f84053ea0611a96aa0e230eba1450b34d5c7ac81
glossary/grid,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/grid_areas,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/grid_axis,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/grid_cell,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/grid_column,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/grid_container,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/grid_lines,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/grid_row,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/grid_tracks,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/guaranteed_invalid_value,636b90011532e3fd2cf9333aaf1754fdc8de7938
glossary/gutters,c77767934e1a9937a5158026a28fa2157a848b49
glossary/gzip_compression,cde6b822b776b7e17a239202072656249e9eb77e
glossary/hash_function,7159a4c0a2f1e886c09268c41c103c4ac7100d63
glossary/hash_routing,2547f622337d6cbf8c3794776b17ed377d6aad57
glossary/head,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/head_of_line_blocking,31ff21cf5f083a3258fc04267d54b1fb72224ff6
glossary/high-level_programming_language,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/hmac,7159a4c0a2f1e886c09268c41c103c4ac7100d63
glossary/hoisting,9fd171abed5944476123db22360b1e086f0900d5
glossary/host,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/hotlink,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/houdini,3b39e41fb9393a13b16aaf58ba25174a62205041
glossary/hpkp,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/hsts,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/html,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/html5,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/html_color_codes,a4b72d0683826e060f72a82b297b41e0b162d909
glossary/http,409978ee3d2edd2b045adfbe39769b2dae6f31ea
glossary/http_2,f75b2c86ae4168e59416aed4c7121f222afc201d
glossary/http_3,f75b2c86ae4168e59416aed4c7121f222afc201d
glossary/http_content,ae86913908651e6008079242691e06b5e01d1c78
glossary/http_header,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/https,83f30ecaaeb6227dc0d4551f71eb8be1cacb8e94
glossary/https_rr,83f30ecaaeb6227dc0d4551f71eb8be1cacb8e94
glossary/hyperlink,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/hypertext,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/iana,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/icann,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/ice,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/ide,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/idempotent,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/identifier,59cc14c29e04e83e952bc239dae0a3208497e37b
glossary/identity_provider,50e5e8a9b8a6b7d0dd9877610c9639d8b90f329f
glossary/idl,d7828f5d7479c27cc7eaeed6cce0c02a9142555c
glossary/ietf,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/iife,9a7e014bc1ee2ce53751b47adbe48d3180bc2d54
glossary/imap,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/immutable,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary,no_hash_commit
glossary/indexeddb,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/information_architecture,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/inheritance,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/ink_overflow,c8ff2398fa61950fe46f2d9155a105c125bfea83
glossary/inline-level_content,c8ff2398fa61950fe46f2d9155a105c125bfea83
glossary/input_method_editor,c9fe79713a9323e8f1492c3c5b802fc8776a5f6a
glossary/inset_properties,c5f403bb08c91ae77ddfe47f937438fb5e6fcae5
glossary/instance,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/interaction_to_next_paint,673746e15e5052c4fe39944f3d93d2e2d3227b3f
glossary/internationalization,20c7e7153b08f4f34d7112f87baac70feea21153
glossary/internet,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/interpolation,8dfcc6f762e9a478a16dfc4ff4b8f5c8cdefab97
glossary/intrinsic_size,726f971467b4cdd339e29ee10403fce5b3e87f42
glossary/invariant,d5be633656b10c913eb9a1db4fb5c59acfdcb86c
glossary/ip_address,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/ipv4,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/ipv6,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/irc,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/iso,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/isp,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/itu,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/jank,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/java,5b2d7042b0f02dd7f6ecc2b2dfbb169bae8a4724
glossary/javascript,409978ee3d2edd2b045adfbe39769b2dae6f31ea
glossary/jitter,cd494150381c2588d5b2f4c3425bd772eee8f29d
glossary/jpeg,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/json,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/json_type_representation,eb99a4597802f746275e0d61b31cd2f42b398eab
glossary/just_in_time_compilation,fabc398130abaab48f84f0e21c6755c8fb6dc836
glossary/kebab_case,6aa664dc5ccb5edf0897f99ad5feb59325dff831
glossary/key,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/keyword,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/khronos,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/largest_contentful_paint,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/latency,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/layout_mode,no_hash_commit
glossary/layout_viewport,9be502ee0f8b030908e59d30884190281acb8054
glossary/lazy_load,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/leading,b6dacb9087010826a5a7d5b2d7c428e89d8135cf
glossary/lgpl,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/ligature,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/literal,2547f622337d6cbf8c3794776b17ed377d6aad57
glossary/local_scope,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/local_variable,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/locale,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/localization,5f5daffff583dffcf4650a8812bc228807a1b34d
glossary/logical_properties,aa0ae01fcb69a07b099406e5d6ce907ee9b2f929
glossary/long_task,1391eec245db45782d4c73572ce7b375cbe43989
glossary/loop,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/lossless_compression,6f55a0897b5511a2a78bbd70dc611c76eae911ff
glossary/lossy_compression,6f55a0897b5511a2a78bbd70dc611c76eae911ff
glossary/ltr,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/main_axis,d267a8cb862c20277f81bbc223221b36b0c613e6
glossary/main_thread,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/markup,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/mathml,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/media/audio-visual_presentation,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/media/css,c51e0599ea09c0e6d035c635db9f48ad1f241490
glossary/media,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/media_query,9ff83eb7950a8d4e2d55d61fcf9b06cf82eae6bf
glossary/metadata,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/method,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/microsoft_edge,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/microsoft_internet_explorer,ada5fa5ef15eadd44b549ecf906423b4a2092f34
glossary/middleware,ada5fa5ef15eadd44b549ecf906423b4a2092f34
